"Plot Title: Huancaro"
"#","Date Time, GMT-05:00","Event, units (LGR S/N: 20652619, SEN S/N: 20652619)","Coupler Attached (LGR S/N: 20652619)","Host Connected (LGR S/N: 20652619)","End Of File (LGR S/N: 20652619)"
68,20-02-29 02:07:58,67.00,,,
69,20-02-29 21:27:00,68.00,,,
70,20-02-29 21:28:06,69.00,,,
71,20-02-29 21:28:36,70.00,,,
72,20-02-29 21:28:53,71.00,,,
73,20-02-29 21:29:18,72.00,,,
74,20-02-29 21:29:38,73.00,,,
75,20-02-29 21:30:03,74.00,,,
76,20-02-29 21:30:36,75.00,,,
77,20-02-29 21:31:33,76.00,,,
78,20-02-29 21:32:20,77.00,,,
79,20-02-29 21:33:00,78.00,,,
80,20-02-29 21:33:20,79.00,,,
81,20-02-29 21:34:44,80.00,,,
82,20-02-29 21:36:19,81.00,,,
83,20-02-29 21:36:46,82.00,,,
84,20-02-29 21:37:04,83.00,,,
85,20-02-29 21:37:25,84.00,,,
86,20-02-29 21:37:36,85.00,,,
87,20-02-29 21:37:49,86.00,,,
88,20-02-29 21:37:58,87.00,,,
89,20-02-29 21:38:13,88.00,,,
90,20-02-29 21:38:21,89.00,,,
91,20-02-29 21:38:31,90.00,,,
92,20-02-29 21:38:40,91.00,,,
93,20-02-29 21:38:52,92.00,,,
94,20-02-29 21:39:00,93.00,,,
95,20-02-29 21:39:16,94.00,,,
96,20-02-29 21:39:33,95.00,,,
97,20-02-29 21:39:56,96.00,,,
98,20-02-29 21:40:16,97.00,,,
99,20-02-29 21:40:53,98.00,,,
100,20-02-29 21:41:09,99.00,,,
101,20-02-29 21:41:39,100.00,,,
102,20-02-29 21:41:57,101.00,,,
103,20-02-29 21:42:48,102.00,,,
104,20-02-29 21:43:34,103.00,,,
105,20-02-29 21:44:42,104.00,,,
106,20-02-29 21:45:44,105.00,,,
107,20-02-29 21:48:20,106.00,,,
108,20-02-29 21:50:34,107.00,,,
109,20-02-29 21:53:13,108.00,,,
110,20-02-29 21:55:55,109.00,,,
111,20-02-29 22:00:25,110.00,,,
112,20-02-29 22:13:39,111.00,,,
113,20-02-29 22:33:51,112.00,,,
114,20-02-29 22:53:58,113.00,,,
115,20-02-29 23:06:49,114.00,,,
116,20-02-29 23:23:33,115.00,,,
117,20-02-29 23:33:59,116.00,,,
118,20-02-29 23:55:01,117.00,,,
119,20-03-01 02:02:54,118.00,,,
120,20-03-01 02:04:19,119.00,,,
121,20-03-01 02:05:59,120.00,,,
122,20-03-01 02:07:47,121.00,,,
123,20-03-01 02:11:40,122.00,,,
124,20-03-01 02:20:01,123.00,,,
125,20-03-01 02:44:28,124.00,,,
126,20-03-01 02:53:30,125.00,,,
127,20-03-01 20:10:58,126.00,,,
128,20-03-01 20:13:56,127.00,,,
129,20-03-01 20:26:06,128.00,,,
130,20-03-01 23:46:54,129.00,,,
131,20-03-01 23:50:31,130.00,,,
132,20-03-01 23:56:21,131.00,,,
133,20-03-02 00:11:42,132.00,,,
134,20-03-02 00:16:58,133.00,,,
135,20-03-02 00:29:06,134.00,,,
136,20-03-02 00:33:29,135.00,,,
137,20-03-02 00:40:27,136.00,,,
138,20-03-02 00:49:10,137.00,,,
139,20-03-02 22:32:13,138.00,,,
140,20-03-02 22:42:29,139.00,,,
141,20-03-02 22:46:20,140.00,,,
142,20-03-02 22:48:55,141.00,,,
143,20-03-02 22:53:20,142.00,,,
144,20-03-02 22:56:34,143.00,,,
145,20-03-02 23:02:39,144.00,,,
146,20-03-02 23:07:18,145.00,,,
147,20-03-02 23:13:35,146.00,,,
148,20-03-02 23:17:18,147.00,,,
149,20-03-02 23:30:17,148.00,,,
150,20-03-02 23:58:12,149.00,,,
151,20-03-03 23:54:41,150.00,,,
152,20-03-04 21:13:40,151.00,,,
153,20-03-04 21:18:34,152.00,,,
154,20-03-04 21:21:47,153.00,,,
155,20-03-04 21:33:01,154.00,,,
156,20-03-04 21:44:57,155.00,,,
157,20-03-05 23:40:37,156.00,,,
158,20-03-05 23:59:15,157.00,,,
159,20-03-07 18:13:55,158.00,,,
160,20-03-07 18:16:16,159.00,,,
161,20-03-07 18:17:32,160.00,,,
162,20-03-07 18:18:31,161.00,,,
163,20-03-07 18:20:15,162.00,,,
164,20-03-07 18:20:55,163.00,,,
165,20-03-07 18:22:35,164.00,,,
166,20-03-07 18:24:41,165.00,,,
167,20-03-07 18:33:48,166.00,,,
168,20-03-07 18:37:03,167.00,,,
169,20-03-07 18:52:01,168.00,,,
170,20-03-07 20:18:24,169.00,,,
171,20-03-08 00:26:08,170.00,,,
172,20-03-08 00:49:58,171.00,,,
173,20-03-08 01:26:11,172.00,,,
174,20-03-08 20:05:23,173.00,,,
175,20-03-08 20:05:51,,Logged,,
176,20-03-08 20:06:05,,,Logged,
177,20-03-08 20:07:01,173.00,,,Logged
